Symbol,name,Name,Sector,industry,Summary Quote
ACGLP,arch capital group ltd.,Arch Capital Group Ltd.,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/acglp
APLP,"archrock partners, l.p.","Archrock Partners, L.P.",Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/aplp
ARDX,"ardelyx, inc.","Ardelyx, Inc.",Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ardx
ARNA,"arena pharmaceuticals, inc.","Arena Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arna
ARCC,ares capital corporation,Ares Capital Corporation,n/a,n/a,http://www.nasdaq.com/symbol/arcc
AGII,"argo group international holdings, ltd.","Argo Group International Holdings, Ltd.",Finance,Specialty Insurers,http://www.nasdaq.com/symbol/agii
AGIIL,"argo group international holdings, ltd.","Argo Group International Holdings, Ltd.",Finance,Specialty Insurers,http://www.nasdaq.com/symbol/agiil
ARGS,"argos therapeutics, inc.","Argos Therapeutics, Inc.",Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/args
ARIS,"ari network services, inc.","ARI Network Services, Inc.",Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/aris
ARKR,ark restaurants corp.,Ark Restaurants Corp.,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/arkr
ARTX,arotech corporation,Arotech Corporation,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/artx
ARQL,"arqule, inc.","ArQule, Inc.",Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arql
ARRY,array biopharma inc.,Array BioPharma Inc.,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arry
ARRS,arris international plc,ARRIS International plc,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/arrs
DWAT,arrow dwa tactical etf,Arrow DWA Tactical ETF,n/a,n/a,http://www.nasdaq.com/symbol/dwat
AROW,arrow financial corporation,Arrow Financial Corporation,Finance,Major Banks,http://www.nasdaq.com/symbol/arow
ARWR,"arrowhead pharmaceuticals, inc.","Arrowhead Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arwr
ARTNA,artesian resources corporation,Artesian Resources Corporation,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/artna
ARTW,"art&#39;s-way manufacturing co., inc.","Art&#39;s-Way Manufacturing Co., Inc.",Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/artw
ASBB,"asb bancorp, inc.","ASB Bancorp, Inc.",Finance,Savings Institutions,http://www.nasdaq.com/symbol/asbb
ASNA,"ascena retail group, inc.","Ascena Retail Group, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/asna
ASND,ascendis pharma a/s,Ascendis Pharma A/S,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/asnd
ASCMA,"ascent capital group, inc.","Ascent Capital Group, Inc.",Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/ascma
APWC,asia pacific wire & cable corporation limited,Asia Pacific Wire & Cable Corporation Limited,Basic Industries,Telecommunications Equipment,http://www.nasdaq.com/symbol/apwc
ASML,asml holding n.v.,ASML Holding N.V.,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/asml
AZPN,"aspen technology, inc.","Aspen Technology, Inc.",Technology,EDP Services,http://www.nasdaq.com/symbol/azpn
ASMB,"assembly biosciences, inc.","Assembly Biosciences, Inc.",Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/asmb
ASFI,"asta funding, inc.","Asta Funding, Inc.",Finance,Finance Companies,http://www.nasdaq.com/symbol/asfi
ASTE,"astec industries, inc.","Astec Industries, Inc.",Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/aste
ATRO,astronics corporation,Astronics Corporation,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/atro
ALOT,"astronova, inc.","AstroNova, Inc.",Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/alot
ASTC,astrotech corporation,Astrotech Corporation,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/astc
ASUR,asure software inc,Asure Software Inc,Technology,EDP Services,http://www.nasdaq.com/symbol/asur
ATAI,ata inc.,ATA Inc.,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/atai
ATRA,"atara biotherapeutics, inc.","Atara Biotherapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/atra
ATHN,"athenahealth, inc.","athenahealth, Inc.",Miscellaneous,Business Services,http://www.nasdaq.com/symbol/athn
ATHX,"athersys, inc.","Athersys, Inc.",Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/athx
AAPC,atlantic alliance partnership corp.,Atlantic Alliance Partnership Corp.,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/aapc
AAME,atlantic american corporation,Atlantic American Corporation,Finance,Life Insurance,http://www.nasdaq.com/symbol/aame
ACBI,"atlantic capital bancshares, inc.","Atlantic Capital Bancshares, Inc.",Finance,Major Banks,http://www.nasdaq.com/symbol/acbi
ACFC,atlantic coast financial corporation,Atlantic Coast Financial Corporation,Finance,Savings Institutions,http://www.nasdaq.com/symbol/acfc
ABY,atlantica yield plc,Atlantica Yield plc,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/aby
ATLC,atlanticus holdings corporation,Atlanticus Holdings Corporation,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/atlc
AAWW,atlas air worldwide holdings,Atlas Air Worldwide Holdings,Transportation,Transportation Services,http://www.nasdaq.com/symbol/aaww
AFH,"atlas financial holdings, inc.","Atlas Financial Holdings, Inc.",Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afh
TEAM,atlassian corporation plc,Atlassian Corporation Plc,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/team
ATNI,"atn international, inc.","ATN International, Inc.",Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/atni
ATOM,atomera incorporated,Atomera Incorporated,Technology,Semiconductors,http://www.nasdaq.com/symbol/atom
ATOS,atossa genetics inc.,Atossa Genetics Inc.,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atos
ATRC,"atricure, inc.","AtriCure, Inc.",Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atrc
ATRI,atrion corporation,Atrion Corporation,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atri
ATTU,attunity ltd.,Attunity Ltd.,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/attu
LIFE,"atyr pharma, inc.","aTyr Pharma, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/life
AUBN,"auburn national bancorporation, inc.","Auburn National Bancorporation, Inc.",Finance,Major Banks,http://www.nasdaq.com/symbol/aubn
BOLD,"audentes therapeutics, inc.","Audentes Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/bold
AUDC,audiocodes ltd.,AudioCodes Ltd.,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/audc
AUPH,aurinia pharmaceuticals inc,Aurinia Pharmaceuticals Inc,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/auph
EARS,auris medical holding ag,Auris Medical Holding AG,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ears
ABTL,autobytel inc.,Autobytel Inc.,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/abtl
ADSK,"autodesk, inc.","Autodesk, Inc.",Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/adsk
ADP,"automatic data processing, inc.","Automatic Data Processing, Inc.",Technology,EDP Services,http://www.nasdaq.com/symbol/adp
AVDL,avadel pharmaceuticals plc,Avadel Pharmaceuticals plc,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/avdl
AVEO,"aveo pharmaceuticals, inc.","AVEO Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aveo
AVXS,"avexis, inc.","AveXis, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/avxs
AVNW,"aviat networks, inc.","Aviat Networks, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/avnw
AVID,"avid technology, inc.","Avid Technology, Inc.",Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/avid
AVGR,"avinger, inc.","Avinger, Inc.",Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/avgr
AVIR,"aviragen therapeutics, inc.","Aviragen Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/avir
CAR,"avis budget group, inc.","Avis Budget Group, Inc.",Consumer Services,Rental/Leasing Companies,http://www.nasdaq.com/symbol/car
AHPA,avista healthcare public acquisition corp.,Avista Healthcare Public Acquisition Corp.,Finance,Business Services,http://www.nasdaq.com/symbol/ahpa
AHPAU,avista healthcare public acquisition corp.,Avista Healthcare Public Acquisition Corp.,Finance,Business Services,http://www.nasdaq.com/symbol/ahpau
AHPAW,avista healthcare public acquisition corp.,Avista Healthcare Public Acquisition Corp.,Finance,Business Services,http://www.nasdaq.com/symbol/ahpaw
AWRE,"aware, inc.","Aware, Inc.",Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/awre
AXAR,axar acquisition corp.,Axar Acquisition Corp.,Finance,Business Services,http://www.nasdaq.com/symbol/axar
AXARU,axar acquisition corp.,Axar Acquisition Corp.,Finance,Business Services,http://www.nasdaq.com/symbol/axaru
AXARW,axar acquisition corp.,Axar Acquisition Corp.,Finance,Business Services,http://www.nasdaq.com/symbol/axarw
ACLS,"axcelis technologies, inc.","Axcelis Technologies, Inc.",Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/acls
AXGN,"axogen, inc.","AxoGen, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/axgn
AXSM,"axsome therapeutics, inc.","Axsome Therapeutics, Inc.",Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/axsm
AXTI,axt inc,AXT Inc,Technology,Semiconductors,http://www.nasdaq.com/symbol/axti
AZRX,"azurrx biopharma, inc.","AzurRx BioPharma, Inc.",n/a,n/a,http://www.nasdaq.com/symbol/azrx
BCOM,b communications ltd.,B Communications Ltd.,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/bcom
RILY,"b. riley financial, inc.","B. Riley Financial, Inc.",n/a,n/a,http://www.nasdaq.com/symbol/rily
RILYL,"b. riley financial, inc.","B. Riley Financial, Inc.",Miscellaneous,Business Services,http://www.nasdaq.com/symbol/rilyl
BOSC,b.o.s. better online solutions,B.O.S. Better Online Solutions,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/bosc
BEAV,"b/e aerospace, inc.","B/E Aerospace, Inc.",Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/beav
BIDU,"baidu, inc.","Baidu, Inc.",Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/bidu
BCPC,balchem corporation,Balchem Corporation,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/bcpc
BWINA,"baldwin & lyons, inc.","Baldwin & Lyons, Inc.",Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/bwina
BWINB,"baldwin & lyons, inc.","Baldwin & Lyons, Inc.",Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/bwinb
BLDP,"ballard power systems, inc.","Ballard Power Systems, Inc.",Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/bldp
BANF,bancfirst corporation,BancFirst Corporation,Finance,Major Banks,http://www.nasdaq.com/symbol/banf
BANFP,bancfirst corporation,BancFirst Corporation,Finance,Major Banks,http://www.nasdaq.com/symbol/banfp
BCTF,"bancorp 34, inc.","Bancorp 34, Inc.",Finance,Savings Institutions,http://www.nasdaq.com/symbol/bctf
BKMU,bank mutual corporation,Bank Mutual Corporation,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bkmu
BOCH,bank of commerce holdings (ca),Bank of Commerce Holdings (CA),Finance,Major Banks,http://www.nasdaq.com/symbol/boch
BMRC,bank of marin bancorp,Bank of Marin Bancorp,Finance,Major Banks,http://www.nasdaq.com/symbol/bmrc
BMLP,bank of montreal,Bank Of Montreal,n/a,n/a,http://www.nasdaq.com/symbol/bmlp
BKSC,bank of south carolina corp.,Bank of South Carolina Corp.,Finance,Major Banks,http://www.nasdaq.com/symbol/bksc
BOTJ,"bank of the james financial group, inc.","Bank of the James Financial Group, Inc.",Finance,Major Banks,http://www.nasdaq.com/symbol/botj
OZRK,bank of the ozarks,Bank of the Ozarks,Finance,Major Banks,http://www.nasdaq.com/symbol/ozrk
BFIN,bankfinancial corporation,BankFinancial Corporation,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bfin
BWFG,"bankwell financial group, inc.","Bankwell Financial Group, Inc.",Finance,Major Banks,http://www.nasdaq.com/symbol/bwfg
BANR,banner corporation,Banner Corporation,Finance,Major Banks,http://www.nasdaq.com/symbol/banr
BZUN,baozun inc.,Baozun Inc.,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/bzun
TAPR,barclays inverse us treasury composite etn,Barclays Inverse US Treasury Composite ETN,Finance,Commercial Banks,http://www.nasdaq.com/symbol/tapr
DLBL,barclays plc,Barclays PLC,Finance,Commercial Banks,http://www.nasdaq.com/symbol/dlbl
BHAC,barington/hilco acquisition corp.,Barington/Hilco Acquisition Corp.,Finance,Business Services,http://www.nasdaq.com/symbol/bhac
BHACR,barington/hilco acquisition corp.,Barington/Hilco Acquisition Corp.,Finance,Business Services,http://www.nasdaq.com/symbol/bhacr
BHACU,barington/hilco acquisition corp.,Barington/Hilco Acquisition Corp.,Finance,Business Services,http://www.nasdaq.com/symbol/bhacu
BHACW,barington/hilco acquisition corp.,Barington/Hilco Acquisition Corp.,Finance,Business Services,http://www.nasdaq.com/symbol/bhacw
BBSI,"barrett business services, inc.","Barrett Business Services, Inc.",Technology,Professional Services,http://www.nasdaq.com/symbol/bbsi
BSET,"bassett furniture industries, incorporated","Bassett Furniture Industries, Incorporated",Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/bset
BYBK,"bay bancorp, inc.","Bay Bancorp, Inc.",Finance,Major Banks,http://www.nasdaq.com/symbol/bybk
BV,"bazaarvoice, inc.","Bazaarvoice, Inc.",Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/bv
BCBP,"bcb bancorp, inc. (nj)","BCB Bancorp, Inc. (NJ)",Finance,Savings Institutions,http://www.nasdaq.com/symbol/bcbp
BECN,"beacon roofing supply, inc.","Beacon Roofing Supply, Inc.",Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/becn
BSF,"bear state financial, inc.","Bear State Financial, Inc.",Finance,Major Banks,http://www.nasdaq.com/symbol/bsf
BBGI,"beasley broadcast group, inc.","Beasley Broadcast Group, Inc.",Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/bbgi
BEBE,"bebe stores, inc.","bebe stores, inc.",Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/bebe
BBBY,bed bath & beyond inc.,Bed Bath & Beyond Inc.,Consumer Services,Home Furnishings,http://www.nasdaq.com/symbol/bbby
BGNE,"beigene, ltd.","BeiGene, Ltd.",Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bgne
BELFA,bel fuse inc.,Bel Fuse Inc.,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/belfa
BELFB,bel fuse inc.,Bel Fuse Inc.,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/belfb
BLPH,"bellerophon therapeutics, inc.","Bellerophon Therapeutics, Inc.",Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/blph
BLCM,"bellicum pharmaceuticals, inc.","Bellicum Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/blcm
BNCL,"beneficial bancorp, inc.","Beneficial Bancorp, Inc.",Finance,Savings Institutions,http://www.nasdaq.com/symbol/bncl
BNFT,"benefitfocus, inc.","Benefitfocus, Inc.",Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/bnft
BNTC,benitec biopharma limited,Benitec Biopharma Limited,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bntc
BNTCW,benitec biopharma limited,Benitec Biopharma Limited,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bntcw
BYSI,"beyondspring, inc.","BeyondSpring, Inc.",Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bysi
BGCP,"bgc partners, inc.","BGC Partners, Inc.",Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/bgcp
BGFV,big 5 sporting goods corporation,Big 5 Sporting Goods Corporation,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/bgfv
BASI,"bioanalytical systems, inc.","Bioanalytical Systems, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/basi
ORPN,bioblast pharma ltd.,Bioblast Pharma Ltd.,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/orpn
BIOC,"biocept, inc.","Biocept, Inc.",Health Care,Medical Specialities,http://www.nasdaq.com/symbol/bioc
BCRX,"biocryst pharmaceuticals, inc.","BioCryst Pharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/bcrx
BDSI,"biodelivery sciences international, inc.","BioDelivery Sciences International, Inc.",Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bdsi
BIIB,biogen inc.,Biogen Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/biib
BIOL,"biolase, inc.","Biolase, Inc.",Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/biol
BLFS,"biolife solutions, inc.","BioLife Solutions, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/blfs
